Uniprot ID	iBAQ A_CLPP_WT_01_01	iBAQ A_CLPP_WT_01_02	iBAQ A_CLPP_WT_01_03	iBAQ A_CLPP_WT_01_04	iBAQ A_CLPP_WT_01_05	iBAQ A_CLPP_WT_01_06	iBAQ A_CLPP_WT_01_07	iBAQ A_CLPP_WT_01_08	iBAQ A_CLPP_WT_01_09	iBAQ A_CLPP_WT_01_10	iBAQ A_CLPP_WT_01_11	iBAQ A_CLPP_WT_01_12	iBAQ A_CLPP_WT_01_13	iBAQ A_CLPP_WT_01_14	iBAQ A_CLPP_WT_01_15	iBAQ A_CLPP_WT_01_16	iBAQ A_CLPP_WT_01_17	iBAQ A_CLPP_WT_01_18	iBAQ A_CLPP_WT_01_19	iBAQ A_CLPP_WT_01_20	iBAQ A_CLPP_WT_01_21	iBAQ A_CLPP_WT_01_22	iBAQ A_CLPP_WT_01_23	iBAQ A_CLPP_WT_01_24	iBAQ A_CLPP_WT_01_25	iBAQ A_CLPP_WT_01_26	iBAQ A_CLPP_WT_01_27	iBAQ A_CLPP_WT_01_28	iBAQ A_CLPP_WT_01_29	iBAQ A_CLPP_WT_01_30	iBAQ A_CLPP_WT_01_31	iBAQ A_CLPP_WT_01_32	iBAQ A_CLPP_WT_01_33	iBAQ A_CLPP_WT_01_34	iBAQ A_CLPP_WT_01_35	iBAQ A_CLPP_WT_01_36	iBAQ A_CLPP_WT_01_37	iBAQ A_CLPP_WT_01_38	iBAQ A_CLPP_WT_01_39	iBAQ A_CLPP_WT_01_40	iBAQ A_CLPP_WT_01_41	iBAQ A_CLPP_WT_01_42	iBAQ A_CLPP_WT_01_43	iBAQ A_CLPP_WT_01_44	iBAQ A_CLPP_WT_01_45	iBAQ A_CLPP_WT_01_46	iBAQ A_CLPP_WT_01_47	iBAQ A_CLPP_WT_01_48	iBAQ A_CLPP_WT_01_49	iBAQ A_CLPP_WT_01_50	iBAQ A_CLPP_WT_01_51	iBAQ A_CLPP_WT_01_52	iBAQ A_CLPP_WT_01_53	iBAQ A_CLPP_WT_01_54	iBAQ A_CLPP_WT_01_55	iBAQ A_CLPP_WT_01_56	iBAQ A_CLPP_WT_01_57	iBAQ A_CLPP_WT_01_58	iBAQ A_CLPP_WT_01_59	iBAQ A_CLPP_WT_01_60
Q6P8J7	0.975267015	0.650201956	0.718988597	0.206661575	0.890508082	0.032476028	0.479731436	0.592143657	0.443543722	0.674858989	0.585106647	0.496004755	0.010721328	0.318221089	0.862351745	0.792350479	0.746698401	0.477172582	0.332344614	0.221111475	0.380195442	0.626090279	0.33709847	0.589715584	0.257536786	0.393430768	0.538841535	0.777701592	0.187074847	0.333323874	0.073564547	0.128500675	0.781194617	0.001309565	0.30947813	0.868845519	0.573395873	0.776037725	0.48762666	0.028870297	0.888661844	0.48511223	0.009565781	0.534338779	0.093837958	0.459231524	0.729457516	0.165219032	0.559320516	0.586119406	0.812326463	0.832134943	0.114774065	0.1850284	0.570702718	0.833662424	0.567741184	0.765409263	0.656599875	0.536447422
Q5YLW3	0.015982948	0.831526726	0.893566078	0.834693814	0.126504593	0.163700455	0.035500119	0.071113682	0.270962513	0.672550256	0.021398	0.71576899	0.561260249	0.570304088	0.469726566	0.882045862	0.703149664	0.093949115	0.520818942	0.284683443	0.050416133	0.030370698	0.968812253	0.883666698	0.524568604	0.044845395	0.88721959	0.530645644	0.714689531	0.796467218	0.642899746	0.44882299	0.295491482	0.657355851	0.787711792	0.340439496	0.816488113	0.707017779	0.628135665	0.757555721	0.941133792	0.291771794	0.808713058	0.214073195	0.927426965	0.630333794	0.531391822	0.360436349	0.340506032	0.143940537	0.612948185	0.434740844	0.471190845	0.562881524	0.845328443	0.100492793	0.792374931	0.920029092	0.43285284	0.649240299
P56379	0.404085061	0.530411591	0.587745863	0.951502348	0.234422629	0.693080951	0.277451976	0.589818993	0.013616901	0.211777709	0.251147914	0.655184645	0.011234874	0.527089148	0.549661322	0.253214004	0.129577224	0.938040481	0.688277447	0.795084902	0.428102063	0.687806945	0.243114026	0.323390104	0.312354718	0.978289904	0.386432856	0.106513595	0.607000483	0.459917742	0.596196171	0.786776508	0.611411445	0.47834501	0.733011224	0.446341041	0.591021163	0.427668426	0.870574353	0.722924701	0.457886285	0.405806611	0.06323649	0.833963943	0.874332708	0.126334031	0.050250798	0.33754812	0.179850196	0.092544064	0.998422104	0.522032762	0.857475968	0.681991083	0.878710758	0.918753737	0.308943421	0.746201891	0.571849939	0.341152479
Q8BHN3	0.710355058	0.660407741	0.580341056	0.964117526	0.345318851	0.02729773	0.476971917	0.774833493	0.598310167	0.937786839	0.219971691	0.618740757	0.051621673	0.737189492	0.009121667	0.191694692	0.495584795	0.336459273	0.280333658	0.207959262	0.810393264	0.990931809	0.227756826	0.119869527	0.769065545	0.860336225	0.904326039	0.020369743	0.566286424	0.647345652	0.299397232	0.65221496	0.98394149	0.840255293	0.380588341	0.122783036	0.808589962	0.836421274	0.991282623	0.476794357	0.504883046	0.512130492	0.456875558	0.343382734	0.442488545	0.716275072	0.662862117	0.382179693	0.253477302	0.074962757	0.213011078	0.364446916	0.262272247	0.925055485	0.11585089	0.557031778	0.920679333	0.191742337	0.752177673	0.312997385
UPI0003D0EDF0	0.340319061	0.551616004	0.042121707	0.292756797	0.708514125	0.661414113	0.314345264	0.779515261	0.597394768	0.783546412	0.988967856	0.310618202	0.642933742	0.401444377	0.119059513	0.430013634	0.253403833	0.283803313	0.225076211	0.337991538	0.191782712	0.858099742	0.119908268	0.475471393	0.371293264	0.554744093	0.988289114	0.193533621	0.776834398	0.517984109	0.20117178	0.00642701	0.418377502	0.851790574	0.537527433	0.59439545	0.289816539	0.639131976	0.88801717	0.410869387	0.420148971	0.369478351	0.325051014	0.062804622	0.189381326	0.628107142	0.800067893	0.622227706	0.289523838	0.138118033	0.074062509	0.052236575	0.726977703	0.924389784	0.720550925	0.249120236	0.849739431	0.745536802	0.372874305	0.600519252
E9Q933	0.445691959	0.871531317	0.536932425	0.341304932	0.943235949	0.73866535	0.034415734	0.956623542	0.572092141	0.710499246	0.84783283	0.099984242	0.18621012	0.40762204	0.423884709	0.615761197	0.627494742	0.838107265	0.416335171	0.73859251	0.312494023	0.447524599	0.719570309	0.639193148	0.718724966	0.419221418	0.471192699	0.484263524	0.729103962	0.740978232	0.455105519	0.209286091	0.412328144	0.380208172	0.776287851	0.914915309	0.379239788	0.824529996	0.721691976	0.897055406	0.209613476	0.778867099	0.139677483	0.008018284	0.0851199	0.111483668	0.426654045	0.866251001	0.683825006	0.773484399	0.88209099	0.844864128	0.925477046	0.194837209	0.450152584	0.951362666	0.186632248	0.995050055	0.831789607	0.928819868
UPI0003D78307	0.799511556	0.341251001	0.707195656	0.500130002	0.088749346	0.395527548	0.287698426	0.483502722	0.929088324	0.425291513	0.97572625	0.699124439	0.520603302	0.847037156	0.034166276	0.731141231	0.751547691	0.658531788	0.773422068	0.396528448	0.019295471	0.523900564	0.491384319	0.337733133	0.010758613	0.53389636	0.143465123	0.487774178	0.441233248	0.52735575	0.541118457	0.849736964	0.198902585	0.022453929	0.799870778	0.398991042	0.586609087	0.233566567	0.405219469	0.405060278	0.83459895	0.01986434	0.572284142	0.04123066	0.960463947	0.701164369	0.637954419	0.245496314	0.471519253	0.758944758	0.293833036	0.957565967	0.785815303	0.513311206	0.649300488	0.311189227	0.207037255	0.82694798	0.948378702	0.05382856
Q0PD34	0.744956511	0.940742209	0.498496544	0.062054826	0.612162433	0.021673529	0.530469376	0.613401435	0.506336248	0.991087053	0.781148098	0.578524423	0.961622381	0.449231904	0.88191686	0.532065434	0.522274412	0.588333732	0.686830625	0.123944675	0.672153331	0.376666474	0.377308613	0.016108455	0.849244214	0.983579105	0.461979671	0.511501112	0.326044721	0.607445218	0.97037729	0.220449322	0.615904908	0.757112714	0.073237341	0.484154305	0.87791237	0.889728765	0.298392725	0.781983857	0.464659115	0.752680707	0.798653046	0.881322439	0.181010411	0.687932452	0.159478541	0.092870442	0.729832654	0.494756186	0.088298695	0.289785218	0.819294259	0.10721405	0.547263852	0.500333026	0.455330321	0.482114002	0.185571645	0.108266865
Q9D125	0.500676015	0.937857556	0.789514528	0.475020357	0.524958385	0.589589509	0.927062567	0.135031843	0.370146013	0.783077568	0.163340967	0.244232858	0.154667062	0.495603129	0.797301121	0.843983192	0.734541771	0.000917601	0.71471053	0.476617372	0.783981219	0.929293958	0.935137011	0.248945629	0.084456676	0.985472292	0.323893765	0.975658221	0.628937685	0.15689143	0.220810026	0.450268202	0.567686235	0.068832555	0.187050571	0.288906503	0.535658073	0.435440272	0.94975919	0.716351952	0.571808167	0.159133785	0.681772348	0.5312551	0.021902537	0.898267456	0.183015238	0.303628189	0.71876824	0.374334865	0.477801228	0.57072098	0.668233727	0.668926113	0.171974709	0.660265744	0.906266651	0.038934418	0.601819678	0.875620087
P40124	0.720859535	0.962637463	0.494352271	0.379202822	0.357770532	0.12970203	0.039182803	0.938391312	0.785164397	0.324146359	0.141282107	0.404886447	0.934546014	0.836761824	0.03846064	0.185050027	0.377281876	0.318402031	0.287018236	0.902495757	0.172541667	0.874755188	0.783016228	0.382484493	0.788433651	0.024183814	0.094163588	0.722643169	0.870107241	0.381005383	0.488333296	0.171462335	0.468751378	0.958815957	0.761400717	0.3083421	0.576314675	0.954541887	0.8708483	0.563756052	0.262192911	0.332861938	0.027968476	0.328391961	0.783647353	0.927976967	0.407991151	0.187174196	0.7931469	0.260127707	0.423608761	0.757351392	0.886726185	0.010034283	0.194874955	0.382864674	0.671837977	0.390230121	0.151353284	0.590847735
Q8BGT5	0.345125816	0.164021171	0.347665794	0.060233532	0.591496006	0.471724715	0.681516678	0.446552198	0.192326838	0.518583385	0.767589615	0.197045694	0.563343648	0.473372163	0.486407042	0.455303129	0.555335771	0.4449622	0.899906954	0.942711773	0.294926224	0.570857349	0.790894858	0.141983442	0.779451199	0.584730284	0.441171977	0.931920749	0.707792934	0.753247755	0.505069756	0.013176802	0.555631126	0.084122004	0.957891898	0.679908613	0.685432057	0.697424903	0.668414442	0.743914888	0.301586066	0.227004801	0.812613426	0.122930871	0.80333389	0.396364238	0.551937579	0.152874733	0.961208156	0.889317737	0.597484948	0.716618148	0.456515083	0.220137668	0.664661512	0.456484334	0.262994954	0.568159417	0.119174845	0.334358709
Q5M9M0	0.175588427	0.52579099	0.982288156	0.272113908	0.626872253	0.129876954	0.040683243	0.893838649	0.622969697	0.598624733	0.404648022	0.324783145	0.621795129	0.163008575	0.631916864	0.70859652	0.787923879	0.672616902	0.450048305	0.75406157	0.280423944	0.599798067	0.107825028	0.772833892	0.070649975	0.752771876	0.464753902	0.625996446	0.341768217	0.985635607	0.059849074	0.001393829	0.850825296	0.974879357	0.811768444	0.350399796	0.803904729	0.710700908	0.231834666	0.62850854	0.002048918	0.447104887	0.63384043	0.351275302	0.561317681	0.598107872	0.938430845	0.561086359	0.283769352	0.606324859	0.737092456	0.075360946	0.854013046	0.618501021	0.145159582	0.739813522	0.924263664	0.053756524	0.00905863	0.106769642
UPI0005AB9CF3	0.03407142	0.882470994	0.35056478	0.387312924	0.546094659	0.662134095	0.318609133	0.184604644	0.79567328	0.12295932	0.389460533	0.975404566	0.958131546	0.603604716	0.755172938	0.591980034	0.580408279	0.345980211	0.873089875	0.126801371	0.351784612	0.323537345	0.187282269	0.823383676	0.164549952	0.403800611	0.90858131	0.937214749	0.146423381	0.904792866	0.24768521	0.384310063	0.340735881	0.574984835	0.794981737	0.954553674	0.478682287	0.412095689	0.020910392	0.34346353	0.190981223	0.443983246	0.772228916	0.166622615	0.521028828	0.498087309	0.688971269	0.300984671	0.331558985	0.241261495	0.109915114	0.712973626	0.272341497	0.412100217	0.198847106	0.283670356	0.127903674	0.575671341	0.794332538	0.805500537
Q61586	0.405857616	0.725248965	0.728477114	0.071301743	0.058298797	0.605654622	0.565918907	0.710487125	0.411580338	0.23980334	0.312748411	0.747254946	0.562830323	0.798438458	0.261440442	0.250136831	0.370847554	0.720497443	0.767107601	0.862904166	0.518191737	0.648280042	0.550717766	0.749890626	0.075054038	0.805973469	0.45430457	0.290933421	0.348565681	0.255571324	0.544676868	0.522779107	0.72516578	0.260423409	0.176898421	0.74032261	0.206018613	0.891080564	0.743684651	0.33306048	0.530121668	0.475066513	0.355893615	0.732667871	0.35590487	0.677550709	0.104872725	0.660945114	0.005322204	0.792654013	0.738789502	0.408612493	0.114949732	0.807460618	0.170246574	0.697046743	0.958221074	0.542724391	0.367333183	0.525684339
Q58EA6	0.221589635	0.110743667	0.681765593	0.346455682	0.918829331	0.598839815	0.810152831	0.164917638	0.771903727	0.940131964	0.461680114	0.483146498	0.432404998	0.99474197	0.177860599	0.772219947	0.202635016	0.584147068	0.851702844	0.849606524	0.823298236	0.554556402	0.120607894	0.121160682	0.61426954	0.100190762	0.13614505	0.773872554	0.422099543	0.533452157	0.61779871	0.152723729	0.194209799	0.576835861	0.986815848	0.326167691	0.586321766	0.51746697	0.869021403	0.383211259	0.802268888	0.542867754	0.499203605	0.897888996	0.782412611	0.734238541	0.887055642	0.387131823	0.166820526	0.93992361	0.126388953	0.511607976	0.365056028	0.83032395	0.300722751	0.763586113	0.086013329	0.770295123	0.764893883	0.977083186
Q9Z247	0.663713539	0.202430426	0.367638509	0.604972587	0.06162003	0.215151865	0.315185052	0.541826869	0.563948398	0.94208482	0.620711717	0.939630951	0.07277296	0.91210425	0.342740506	0.680894634	0.999165908	0.786541503	0.278284039	0.348275339	0.563719786	0.951051616	0.91977663	0.837854684	0.620160026	0.196523384	0.227010831	0.72344764	0.167674405	0.159208963	0.175658669	0.46869788	0.806928723	0.500396869	0.738011412	0.194304275	0.917452441	0.665132714	0.309124446	0.432010872	0.122992542	0.392627973	0.033761011	0.277732608	0.547419708	0.34378249	0.870222347	0.836522232	0.984053064	0.075511771	0.753708445	0.002836949	0.081823546	0.891795709	0.726053862	0.068036366	0.336649189	0.530307295	0.719171383	0.693066927
UPI0005AB9C2F	0.843505695	0.174702306	0.320392486	0.767437393	0.831770631	0.562315798	0.97599194	0.829198595	0.700363444	0.052840224	0.58521597	0.461798436	0.27353108	0.661332387	0.194628085	0.657774204	0.308803653	0.272390269	0.788974884	0.824615026	0.50378174	0.267631597	0.072537922	0.062795413	0.629173515	0.448339302	0.512594062	0.569530642	0.911228664	0.270978832	0.51287301	0.779816487	0.486303495	0.556416	0.634989868	0.123584739	0.33362992	0.471325146	0.023633358	0.436753246	0.809278983	0.035189532	0.326485529	0.362026705	0.094955321	0.973639802	0.470021606	0.364535552	0.250275851	0.905378214	0.630068098	0.182591312	0.965548127	0.992184	0.305797186	0.388206235	0.467292368	0.251071974	0.45648504	0.032449993
UPI0000565666	0.196518998	0.795164681	0.945244921	0.724155502	0.459275988	0.605012828	0.525898268	0.729030284	0.342236465	0.452869541	0.558165253	0.729134536	0.526758515	0.217641024	0.308886303	0.293229529	0.698005438	0.629461829	0.88203603	0.57668491	0.689767475	0.771059858	0.173460982	0.790623959	0.870326477	0.063742393	0.803016287	0.868974353	0.852815325	0.502328421	0.76601158	0.359092158	0.696998817	0.611137368	0.809569086	0.892787664	0.87121265	0.481879448	0.766653356	0.532975611	0.11647993	0.316944914	0.765642164	0.022098251	0.665010792	0.688230177	0.527409313	0.415692956	0.283358793	0.738758568	0.061125707	0.852331113	0.888007489	0.239800706	0.386156533	0.144542778	0.800841127	0.621321479	0.843144124	0.649452488
UPI0000020C42	0.748978785	0.78339009	0.420971489	0.77229152	0.989778725	0.328723338	0.095911445	0.504355279	0.095913518	0.778259239	0.151725187	0.627481536	0.883008746	0.674715779	0.392484626	0.745170917	0.958377581	0.94342252	0.222004221	0.776677662	0.524299994	0.577521852	0.204579474	0.936615211	0.81301809	0.82709614	0.24493924	0.235710714	0.164835514	0.25158026	0.853622916	0.860799032	0.778022594	0.226727029	0.596098587	0.909724167	0.912127041	0.297601131	0.609742974	0.785822911	0.120171215	0.563845236	0.382737726	0.107213598	0.934798691	0.196535644	0.65413968	0.211229003	0.130133106	0.477886539	0.311896715	0.535037766	0.835519048	0.243340448	0.994894222	0.844311392	0.848235888	0.857949918	0.133299082	0.53395111
Q3UKR1	0.030319059	0.561920289	0.066754615	0.596996615	0.399423418	0.464789507	0.270430859	0.309784947	0.205772105	0.082164201	0.133600685	0.776219533	0.17370843	0.074905386	0.455316268	0.559615459	0.594379894	0.089307206	0.893620084	0.607822995	0.854286339	0.386303435	0.793553586	0.319863883	0.99714917	0.315412923	0.390330739	0.029388111	0.618893739	0.606508425	0.840466459	0.321363204	0.523819567	0.440865968	0.994793425	0.520572289	0.971111945	0.181075237	0.575239711	0.14381643	0.347472271	0.708654571	0.010161041	0.898876222	0.376834097	0.897361698	0.14219916	0.618421001	0.852780958	0.067537465	0.747030244	0.276668462	0.824022088	0.711091955	0.098650757	0.124641223	0.991697652	0.487881646	0.676173971	0.299136507
E9Q7N5	0.210519928	0.18941568	0.857166457	0.806186131	0.092960979	0.324546377	0.519242938	0.85664154	0.708924349	0.857707579	0.822952571	0.8654736	0.693601171	0.643051782	0.931249809	0.448586543	0.289756108	0.797066731	0.955890817	0.708319603	0.286367544	0.061998436	0.580551752	0.470957268	0.279878084	0.162339501	0.57552095	0.012387562	0.258750025	0.993113197	0.235163717	0.479679015	0.395595467	0.908537611	0.140544359	0.465398472	0.399300784	0.225409709	0.847883283	0.235487728	0.086539248	0.540201181	0.419054437	0.947593519	0.726023122	0.077533982	0.498751267	0.763241692	0.208400969	0.041819129	0.380122039	0.167222428	0.746900993	0.343655446	0.712807673	0.025326332	0.583518912	0.094692658	0.515776735	0.039744172
Q3UDY1	0.647044803	0.118933163	0.407589627	0.754197597	0.461324112	0.184538188	0.280976196	0.897260137	0.640457057	0.544383541	0.873484903	0.028235267	0.307146808	0.77473938	0.526093377	0.277363876	0.385435248	0.745181326	0.481963939	0.859589178	0.802645474	0.108275952	0.31078545	0.395127932	0.891450774	0.161905058	0.534075952	0.716479708	0.555211756	0.863673538	0.353302136	0.152474455	0.591993034	0.565052637	0.664579774	0.920327259	0.619345974	0.609349123	0.677213246	0.307155727	0.295936739	0.853494889	0.338179263	0.85826604	0.903453409	0.904384786	0.406781625	0.502691593	0.731567605	0.671895242	0.625638643	0.359326254	0.609274787	0.339481334	0.204275393	0.446690232	0.830125909	0.25331082	0.434516374	0.196900634
Q5BLK2	0.559918555	0.549214668	0.766227684	0.784049428	0.097022353	0.3587465	0.62698745	0.580112043	0.038139435	0.331180643	0.908292476	0.101354462	0.37861279	0.980008785	0.888521445	0.6099698	0.952671809	0.426890442	0.752049915	0.27839924	0.744334002	0.185040691	0.746541694	0.113610423	0.465165612	0.813033021	0.289726117	0.319648325	0.324385765	0.727008173	0.816761923	0.277068795	0.43275937	0.305675247	0.430877153	0.634206494	0.336059981	0.20487658	0.404805239	0.53451615	0.937964229	0.868077857	0.514384563	0.423639321	0.881756064	0.208450959	0.00366685	0.965985269	0.935055366	0.697555577	0.465292507	0.745763785	0.291067163	0.666098127	0.240752749	0.09171776	0.733894369	0.465847001	0.922759878	0.531738378
Q63918	0.98653106	0.373178817	0.997134228	0.34333127	0.105696706	0.374234859	0.000245124	0.736662353	0.70014003	0.128673203	0.713161475	0.438269965	0.367262934	0.288540783	0.843129615	0.136365358	0.800671476	0.995778422	0.3581067	0.468689707	0.735056114	0.992778074	0.203167436	0.466835299	0.128055453	0.822569181	0.559583587	0.344226821	0.067877083	0.549352341	0.828852241	0.349422957	0.197427986	0.317299079	0.456518894	0.414267397	0.976936184	0.716666527	0.080834619	0.009797549	0.670142241	0.757455996	0.696488473	0.271693839	0.186479286	0.487142563	0.74205206	0.15284172	0.61081518	0.219928382	0.873745882	0.093076602	0.276007932	0.676214846	0.634127854	0.276538593	0.836190583	0.128054631	0.922784296	0.219286438
A2APY7	0.494892063	0.562661006	0.233908621	0.403472277	0.215042054	0.145621849	0.928980629	0.638887461	0.143452956	0.470613887	0.239691505	0.598273376	0.473868523	0.424856737	0.117941458	0.253769599	0.595399039	0.213926618	0.293319788	0.096816024	0.648184142	0.094134443	0.255003978	0.389515267	0.636359536	0.648256402	0.071681241	0.932941664	0.912004997	0.26123146	0.909415535	0.00219837	0.757161692	0.357955197	0.14382735	0.536691997	0.414118958	0.08674722	0.064868356	0.693099027	0.859046539	0.202481546	0.718374223	0.208592957	0.761225735	0.429774274	0.068523515	0.932064246	0.888494407	0.75674272	0.950462988	0.952824164	0.439801471	0.412733666	0.910380938	0.406696822	0.874086526	0.43297391	0.978338495	0.526987784
Q8R5L1	0.135023391	0.145353521	0.228302204	0.67810063	0.422737222	0.09533383	0.624502813	0.920213397	0.978826914	0.072701602	0.362221969	0.901658679	0.415870004	0.104203051	0.563034679	0.570038355	0.311438664	0.818544034	0.396542092	0.049638231	0.91285116	0.613504493	0.643621007	0.843468435	0.395488713	0.194277497	0.756470882	0.831013232	0.86861924	0.863721208	0.594720153	0.678040621	0.931093967	0.659177171	0.941204604	0.704901485	0.414902774	0.783683102	0.565497467	0.266310741	0.214990615	0.870676714	0.491479689	0.068887562	0.114925882	0.858676872	0.463568809	0.914615371	0.757158252	0.052934625	0.3607961	0.341887264	0.636858458	0.815267419	0.702167128	0.450294188	0.228198464	0.466292788	0.478461068	0.10939011
Q9QX60	0.133826851	0.777026093	0.422793943	0.879354995	0.888994998	0.631497781	0.730816971	0.502603291	0.391209631	0.935081062	0.421839897	0.253587071	0.491440885	0.662125577	0.573803792	0.521569446	0.380705711	0.661894314	0.297010703	0.308871136	0.2364872	0.971486239	0.983303803	0.507637304	0.664098099	0.271240211	0.291955549	0.461820032	0.007413726	0.380438611	0.509508214	0.905175034	0.077013387	0.329329316	0.701004057	0.666715964	0.146446133	0.013584958	0.822369354	0.03258923	0.323903027	0.33264329	0.852095123	0.32985125	0.869810459	0.967698616	0.430917216	0.794982832	0.052306046	0.542486273	0.651943571	0.796539541	0.819741973	0.862325208	0.099766053	0.90319062	0.786805684	0.482799565	0.197460033	0.506987187
P23953	0.555883954	0.999633285	0.444051801	0.048977645	0.618376577	0.558299614	0.468197838	0.241725777	0.920216204	0.221126774	0.350445854	0.068161974	0.018902458	0.603741428	0.380161788	0.828776884	0.787373429	0.076225764	0.52031246	0.222115848	0.242085111	0.168932371	0.28524566	0.742981251	0.756365333	0.894148296	0.397210815	0.43958713	0.132656107	0.57969412	0.334751288	0.725269592	0.872757024	0.403673592	0.775120321	0.945105118	0.242728862	0.116044594	0.093779643	0.803878404	0.153668318	0.946894943	0.275826601	0.11771473	0.621566744	0.760741231	0.410143989	0.651088997	0.254853996	0.304651003	0.106457503	0.895421546	0.213287016	0.237052424	0.180927741	0.335455339	0.182996063	0.439521011	0.864523755	0.707200088
P14211	0.694950375	0.607131925	0.043354997	0.079842904	0.310603684	0.176301262	0.543927911	0.11093538	0.637456588	0.129466006	0.288569861	0.703552048	0.862502164	0.253219084	0.675565222	0.569095029	0.930806586	0.119879222	0.210231826	0.228875359	0.809504802	0.590132061	0.667970824	0.213214131	0.894099794	0.648055022	0.747530732	0.091225053	0.31068835	0.680169042	0.541023338	0.391952586	0.113431263	0.342155383	0.720937731	0.385921585	0.340610395	0.910810051	0.291733382	0.144819959	0.357759451	0.21597001	0.288704609	0.358829887	0.8789747	0.306129203	0.003890343	0.008519815	0.486128012	0.353739145	0.074001192	0.259080027	0.076256993	0.852686247	0.664102661	0.176176104	0.912604941	0.164277851	0.797252691	0.700609322
Q8BFZ3	0.265318968	0.141721552	0.130039991	0.902616056	0.142228465	0.896628686	0.658592412	0.349147773	0.029826685	0.24148028	0.545726143	0.294377033	0.951608674	0.661073714	0.96246232	0.607193714	0.455292553	0.091859527	0.258635449	0.241522817	0.456323771	0.347361908	0.315394073	0.035042646	0.623035936	0.255743413	0.786854477	0.827194831	0.424712812	0.139747446	0.33352551	0.421120577	0.636762922	0.439437911	0.885093956	0.404869545	0.032016072	0.421304279	0.191447965	0.573100141	0.790570474	0.434187477	0.25118402	0.172191317	0.85085814	0.295685908	0.457889962	0.577277086	0.037501919	0.226636173	0.339436827	0.305594865	0.034476115	0.849046187	0.92757414	0.088165758	0.206188482	0.625145145	0.565152188	0.815690425
Q8VDD5	0.36516881	0.731975893	0.091638833	0.575153498	0.813594972	0.796311997	0.277405828	0.593760305	0.280276633	0.847826829	0.199220848	0.191941957	0.888669754	0.970765563	0.354137098	0.681249725	0.463993128	0.748363723	0.345237809	0.011068915	0.25636625	0.964169461	0.628101081	0.114554154	0.993818476	0.547185034	0.482058814	0.980146503	0.347991038	0.15610765	0.940239338	0.827535963	0.384917017	0.142289719	0.567739506	0.788204181	0.014352689	0.850232662	0.087998061	0.352711223	0.190340345	0.176404839	0.102097703	0.115207317	0.513761419	0.637690353	0.546256248	0.166158205	0.555277516	0.607655981	0.973451709	0.35354128	0.231370257	0.009039993	0.463498404	0.394743953	0.126010319	0.738848166	0.644449746	0.688910378
UPI0000473D3B	0.228576215	0.35332557	0.420627181	0.893905046	0.496745624	0.266383318	0.743110554	0.780310558	0.874931936	0.811747043	0.801809063	0.999573429	0.100210196	0.32498122	0.207101459	0.515435721	0.711897917	0.244669931	0.189252184	0.282676291	0.921184169	0.997501664	0.735615074	0.524318674	0.45905236	0.409956858	0.333412055	0.059207936	0.869629337	0.455754832	0.579571204	0.140710622	0.186034405	0.019036396	0.36444396	0.348965067	0.166835752	0.97455544	0.624372364	0.395647092	0.030494548	0.415119661	0.506232901	0.020475087	0.479710196	0.766257918	0.823388656	0.174031255	0.794459864	0.598103841	0.119635011	0.445965566	0.098350749	0.87143783	0.419383664	0.910612157	0.152879774	0.969075054	0.586861857	0.456171304
P06728	0.533067482	0.095945946	0.543481287	0.41624018	0.858737448	0.482166804	0.251417528	0.282297138	0.778943954	0.586304626	0.370279825	0.773313259	0.671484088	0.140552551	0.395114514	0.05000837	0.51537656	0.71091679	0.408017999	0.264146622	0.466391309	0.542028243	0.118197331	0.005177017	0.462576955	0.531878813	0.462547881	0.323709713	0.214836543	0.211193329	0.868190498	0.170635145	0.943289215	0.390687651	0.541904336	0.963111278	0.90874081	0.849322304	0.447912634	0.217336623	0.957137893	0.830739282	0.919995083	0.976333358	0.05763716	0.020831396	0.160120151	0.786879115	0.582507867	0.249098873	0.997916243	0.784686797	0.997821932	0.173916684	0.892837353	0.40014221	0.083463524	0.346758838	0.185700505	0.088282892
Q3TJ39	0.744856721	0.228716331	0.770182518	0.913352254	0.023711735	0.740736862	0.738646307	0.861513623	0.543496586	0.893073957	0.412572617	0.403050365	0.978951327	0.745640021	0.228572619	0.669601592	0.408240213	0.631154673	0.421620221	0.361296716	0.126120155	0.107537276	0.409761931	0.226052969	0.453931554	0.94678686	0.304133935	0.196180271	0.026886085	0.905559154	0.71429033	0.494984135	0.827727744	0.219714485	0.337429804	0.745074823	0.705514929	0.319095462	0.482686663	0.481177924	0.69210377	0.495385523	0.251780658	0.992428072	0.662343885	0.068211587	0.714520901	0.844138259	0.005432281	0.663717321	0.398954691	0.824777932	0.927819216	0.881531461	0.765535632	0.373134623	0.895285037	0.394304992	0.985892945	0.081763696
