Uniprot ID	F1.interphase.intensity.mean	F2.interphase.intensity.mean	F3.interphase.intensity.mean	F4.interphase.intensity.mean	F5.interphase.intensity.mean	F6.interphase.intensity.mean	F7.interphase.intensity.mean	F8.interphase.intensity.mean	F9.interphase.intensity.mean	F10.interphase.intensity.mean	F11.interphase.intensity.mean	F12.interphase.intensity.mean	F13.interphase.intensity.mean	F14.interphase.intensity.mean	F15.interphase.intensity.mean	F16.interphase.intensity.mean	F17.interphase.intensity.mean	F18.interphase.intensity.mean	F19.interphase.intensity.mean	F20.interphase.intensity.mean	F21.interphase.intensity.mean	F22.interphase.intensity.mean	F23.interphase.intensity.mean	F24.interphase.intensity.mean	F25.interphase.intensity.mean	F26.interphase.intensity.mean	F27.interphase.intensity.mean	F28.interphase.intensity.mean	F29.interphase.intensity.mean	F30.interphase.intensity.mean	F31.interphase.intensity.mean	F32.interphase.intensity.mean	F33.interphase.intensity.mean	F34.interphase.intensity.mean	F35.interphase.intensity.mean	F36.interphase.intensity.mean	F37.interphase.intensity.mean	F38.interphase.intensity.mean	F39.interphase.intensity.mean	F40.interphase.intensity.mean	F41.interphase.intensity.mean	F42.interphase.intensity.mean	F43.interphase.intensity.mean	F44.interphase.intensity.mean	F45.interphase.intensity.mean	F46.interphase.intensity.mean	F47.interphase.intensity.mean	F48.interphase.intensity.mean	F49.interphase.intensity.mean	F50.interphase.intensity.mean	F51.interphase.intensity.mean	F52.interphase.intensity.mean	F53.interphase.intensity.mean	F54.interphase.intensity.mean	F55.interphase.intensity.mean	F56.interphase.intensity.mean	F57.interphase.intensity.mean	F58.interphase.intensity.mean	F59.interphase.intensity.mean	F60.interphase.intensity.mean	F61.interphase.intensity.mean	F62.interphase.intensity.mean	F63.interphase.intensity.mean	F64.interphase.intensity.mean	F65.interphase.intensity.mean
O14967	9501.459899	8626.768352	57544.60113	54666.84224	90521.2563	104813.0873	95382.31538	92456.28579	86214.7242	101171.1199	93316.14502	89259.56326	88667.88581	67792.07675	56295.48338	54329.82517	44050.78362	50869.92898	43888.71938	31973.27107	19990.71475	5273.3615	3863.525671	0	0	0	6506.589922	7407.444089	5695.513932	10561.42676	12460.98914	4403.815156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14972	0	0	0	9189.739814	10643.61418	45501.98569	19585.19982	42043.79056	47248.15763	28947.47539	15810.47095	0	0	0	14292.11746	12310.35863	12437.19669	8596.518093	11557.90325	8929.821182	9583.154858	3953.981241	9202.3018	22024.9721	114636.2196	142166.2008	139585.5812	62455.23987	46335.26858	0	0	9286.076467	9170.961103	12600.33739	17858.42482	16101.99193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14974	0	0	0	12837.61127	33359.98412	39041.22117	45744.54384	39773.59249	28271.72182	4747.802682	0	0	50151.58386	49156.99933	78214.01872	104008.0471	158701.3557	239556.0445	345984.3847	369512.8459	321809.4722	231706.0905	181835.5017	173277.7825	182387.0779	184779.718	171077.9058	134731.0867	85143.7438	140647.8847	163897.5861	173139.2008	159836.0879	121342.5032	92577.83685	51565.66029	17659.25268	8401.611882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1248.548149	1275.695169	1661.562306	1823.967175
O14975	25594.53208	38825.24617	82839.76443	97447.02422	103093.2644	120085.2953	132697.2033	119975.3157	112508.5655	118841.5902	108811.9229	122684.9485	113942.9185	108706.2148	111025.8366	100321.8295	92589.64385	80701.41221	72130.75436	62748.89814	60601.45952	58846.16579	52997.33417	32007.58302	19656.60248	25814.74929	25506.54641	19825.15769	19207.1478	23454.98516	24392.08969	19857.71022	12374.55693	13710.65403	2966.466315	0	0	3970.751026	3173.17926	7450.914593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1710.273276	2468.945135	2713.949354	2616.165139
O14976	27742.63036	51126.33186	46732.07978	45117.80399	70719.26828	78970.90704	100268.3185	105041.082	102666.6877	98072.62652	101668.9124	98137.02851	62938.3989	42548.98245	66902.97399	71794.61126	53444.47355	38221.6828	43856.64577	36973.6789	30718.21884	16686.6853	24902.23878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14980	189916.8763	469622.1004	578675.5703	932085.874	862257.4966	949768.2713	944112.2109	726618.3153	645789.9316	720554.6163	684553.5833	727917.3327	632332.6175	567098.0723	508982.1515	457687.3919	365258.9074	336658.9204	308387.6514	274574.5277	249819.88	211220.7099	153547.73	128828.7835	127197.7011	102047.2663	60370.01026	42754.76101	44741.07745	56778.97847	69821.29406	60448.84058	62593.74682	54083.79384	46250.77863	38449.94589	40116.05135	37149.32947	23020.28413	12489.06751	11215.20808	0	0	0	0	0	0	0	0	0	5191.461119	13724.15826	13529.60509	5938.229449	9602.39791	17460.07961	17126.64807	19705.06763	17904.69313	17756.18087	18439.44012	22614.26624	29319.99103	42001.32629	48654.64922
O14981	36938.58879	81608.84474	106563.0694	120550.1006	108201.5934	121112.2179	125542.5246	115238.5868	107808.0775	106476.5907	96991.13386	90072.10935	75150.25684	70049.08231	66325.28736	61595.07523	52973.23453	45948.42674	38986.18777	32705.98179	32596.61696	35104.81856	17171.06614	12806.09899	15289.06206	12464.09565	13983.53588	8283.244775	9603.151521	6785.810799	6719.781608	6919.021859	6570.52068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15013	0	0	0	0	0	12520.84643	12082.80793	13763.82814	0	0	0	34982.46126	42605.33125	45382.55106	53553.17597	93836.75862	185330.6234	307095.8432	297871.1696	196852.5511	140835.4503	91487.06747	13113.73981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15020	23387.91973	73420.80632	160506.9077	132300.9947	75365.78894	52900.93228	32048.75737	23381.95422	16189.76481	17430.98591	13838.98174	10445.76901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15027	250761.5274	371996.0964	337128.8094	289228.1569	272469.8635	256752.4814	233139.3704	174466.5471	155290.8202	121627.2404	101535.3142	81386.63586	53091.90859	45380.72063	29661.50517	31039.34198	28095.3486	18524.40009	21463.27699	22994.54461	29037.39556	33109.43774	32401.80083	31128.09992	35257.85151	37986.36709	42655.55338	49563.37563	55345.99504	59690.41291	56202.35293	49667.675	39889.37653	33484.4392	27148.67077	18878.85234	13826.10582	11474.94639	8146.93838	10454.24081	10744.69308	12265.08353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15031	49813.74441	106659.7761	153660.5251	225019.1653	245577.4996	278606.5597	275176.3576	230344.0048	236363.3109	259157.4973	229134.2815	227720.7245	207118.5826	190074.7348	191829.5741	190861.7739	173274.545	163820.2965	138949.8271	132350.4612	134868.6739	142199.8764	120115.7351	112880.4412	109531.7024	104141.5283	102594.7755	90886.82641	59105.34438	41902.07334	31796.48944	22599.5868	22627.25221	21269.81523	8701.825284	6839.372476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1752.900688	3010.088249	3428.979303	3408.466466
O15037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5043.924	8239.031668	56820.08941	73595.46411	73139.18676	28794.29439	7628.111038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15047	22938.86463	69323.75196	76595.68375	66682.6815	26437.35265	21596.56542	7926.088579	2687.890098	2591.138611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5875.230695	12630.40096	62063.12157	144975.8892	177871.3043	109089.7826	68169.45644	30755.65936	22228.65706	6049.782582	1947.010553	1738.844588	2388.771642	3100.869323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15067	6556.412811	12638.97511	17185.24123	19461.66557	16417.59252	16376.76663	18167.26872	19655.4691	15808.5868	18692.90347	11542.30933	10737.63919	10244.75177	16466.52721	14277.34711	15559.03627	17494.8552	7291.050143	3590.550151	3161.627916	2433.193987	3677.796298	4148.618686	4201.564245	2645.388955	4098.793012	0	0	0	15272.18575	9914.520093	5822.083665	5023.951487	9882.497848	10803.99281	25159.40094	29537.53716	50687.71927	105228.3876	403794.6881	1793134.078	4809123.552	5598468.25	3154012.47	1037186.391	382327.6093	225814.787	159690.2173	106232.3611	96150.10692	88916.42655	74786.10592	62313.77387	49427.53812	47134.98295	34364.86237	25300.84722	18200.21857	17152.51271	16035.31159	12800.59888	14139.07174	6435.208996	4721.519204	5028.662974
O15084	35486.4118	85144.35125	112120.3102	110129.9761	96143.37151	94660.11542	88615.94763	86543.71	74166.8489	55291.69494	47339.36163	41170.73709	25323.7353	23806.48987	24592.13595	12592.84458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15111	2860.096855	4919.661482	4339.210269	4932.395038	10817.03189	16642.80963	14644.99895	16718.52421	30466.76564	48794.03637	131729.7514	200305.6435	176337.6878	141204.6036	110706.2134	107887.9688	88494.80802	48454.04299	32749.91672	17323.46607	14989.36724	6665.636988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15116	5744.841013	10090.09698	21399.58114	37526.92629	33848.463	53136.55308	43903.18441	45593.16014	21017.65294	29021.66282	26253.45427	9984.86927	0	0	0	0	0	0	0	0	0	5346.427346	5336.839992	1181.181486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54943.31389	119460.9914	288824.897	406232.5185	476414.9926	314717.6	182451.0073	73754.40592	58095.60939	36872.81258	12650.39997	9165.132145	8125.580956	5847.169474	0	0	0	0	0	0	0	0	0	0
O15118	22280.07906	62895.9463	124890.8467	168571.6787	178053.5026	189915.2675	190653.4115	152422.8406	136748.5519	162664.2432	166048.3145	149389.375	132635.9789	121687.5918	82697.76934	74091.68407	57938.60887	38575.34941	25964.18005	22056.23224	22850.52968	21369.30334	17629.58146	14911.56311	11653.48613	4564.990441	6577.964552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1266.406959	3378.754467	16927.01052	22690.50262
O15121	29594.51949	27523.06499	62390.06703	74076.69089	95002.07257	118039.4548	113756.6729	152023.2519	141247.0095	167599.8523	144180.8532	131139.8339	126657.157	115830.9953	116488.2318	80370.10006	75310.96487	58475.25596	46504.13928	27597.73615	28316.56808	23321.06361	9600.166094	7888.183951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597.0358577	3092.712745	5107.897501	2633.756788
O15126	36869.21726	99357.93789	134564.2991	192168.6921	217135.7186	247649.2962	286305.4621	256348.7992	245387.918	239451.4623	271469.4673	216083.6121	188698.3632	173556.1419	157766.9363	146242.6869	120173.2414	91526.01237	80170.26027	63127.29468	75672.13405	46532.81445	41256.86569	33856.00115	13900.51269	14529.81705	3661.158851	2730.618526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1742.51668	6717.218268	9801.077395	10943.52918	7200.997925
O15127	37749.4042	131635.975	249322.9605	287962.6606	326368.0826	373855.8033	375969.1277	374216.9209	368705.4543	363036.4851	332654.4383	248515.5896	276978.6353	249886.2568	253549.3266	185658.3891	117828.1821	123070.3525	91740.65561	76919.19451	68718.92906	56201.8098	39038.28395	44435.67788	25698.89473	17658.34071	10005.63547	3719.431592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1208.815776	2017.428339	3636.987409	2621.787199	9410.071268	28541.83898	50031.05086	70722.21911
O15143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4533.413924	3988.769399	7061.295675	0	0	0	6677.21169	10275.68328	11034.51242	15335.0816	21141.31588	60577.70388	263211.1444	1297357.519	3315081.559	4592621.637	2477123.826	773437.7558	271950.706	141271.3948	74664.39259	70820.52979	66457.93451	43479.69857	37177.1122	43005.71752	25381.10068	25408.25581	21013.66064	19413.47836	17059.31012	12122.98444	12481.8559	14617.59945	12333.13438	11484.22051	9680.383638	9869.321004	9186.992549	8271.502693	7967.067437	9142.550467	6052.774194
O15144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12711.68743	18456.7943	37288.90374	38940.93208	74063.5793	304940.1418	1624213.516	4678212.734	6202170.005	3532714.244	1266611.212	405825.9469	224202.1783	127396.3481	97501.70546	125530.0209	145857.1329	102417.2091	74039.65781	66438.42272	63130.95936	53764.70202	40722.44045	28265.33484	27931.19349	14668.07104	14515.83529	18839.14384	17924.49313	19866.60349	22106.01533	18483.42988	20270.4519	11360.41254	21577.16346	15480.51951
O15145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5078.681033	6563.661167	34153.89263	213759.0029	1129130.915	2380458.906	3630977.678	2130318.489	782690.0704	313822.0609	175446.4204	107358.1097	83121.20993	74194.87048	68205.11705	44544.38784	52940.63311	38548.24256	32999.95662	21856.66974	20597.48868	47124.13672	64329.89063	69932.88405	52805.45214	25102.9937	9056.946294	3818.808856	4349.533052	4722.04229	4981.497355	5015.68794	4628.092889	5236.09659
O15155	48425.68978	106313.3338	124500.8141	159733.7502	178645.4856	211959.7312	232187.9337	213957.3872	171449.5907	197735.1966	257901.015	175598.0127	180531.0152	186829.9394	136439.9335	161302.1678	125648.8249	98188.99341	102080.1963	93217.90402	75046.16902	59515.08592	55678.98801	32259.46815	26945.48	11878.50343	5829.23027	4838.568551	5818.501383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705.3084641	862.9462572	4703.05894	7063.952028	2362.805909
O15160	35692.65577	93289.28965	128500.6889	125345.0682	92762.44316	84492.57191	78345.04915	40164.86088	34653.31344	24150.61081	54486.28369	47211.15506	45817.47387	34797.05052	32335.02239	30447.50018	51552.28006	57564.03725	69566.15203	84960.1784	121027.434	138893.1586	121775.589	85556.42304	70346.47276	33054.33477	14796.86587	15420.83739	14452.29867	13895.74047	9259.233021	10321.28868	5833.746003	0	0	0	0	0	0	0	14155.27273	395065.2329	471600.8631	683791.0573	521997.3743	348074.1806	178528.0892	68203.95236	13023.06287	10283.05006	6711.344287	3247.431828	2640.604327	4060.80838	2920.913685	2993.686585	3522.25492	3421.810128	3359.138115	2418.865129	0	0	3539.255929	3410.331494	2875.840629
O15164	0	0	0	0	0	0	0	0	0	0	0	0	0	2964.13653	2659.773604	10758.66176	35130.76787	54932.09591	80879.18559	83564.29134	70479.00155	45769.65699	34963.51355	34183.76397	31499.35344	30842.08663	15214.54853	7187.491876	2298.33216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15173	188592.0711	393678.1591	599131.7322	791129.4346	950360.6415	1122653.373	1195500.902	1145888.172	1225234.866	1250912.336	1265319.228	1298386.619	1172338.793	1067883.902	977164.3058	895075.7746	770447.1244	608811.5526	504305.0018	440883.8623	410249.0339	351106.623	330460.1026	262737.5722	239824.309	215923.3027	202154.8358	150311.2237	123152.4171	96562.67193	95640.07608	99606.33025	94588.10199	72992.28759	60162.78665	69838.77659	37151.13384	32394.46211	35034.97853	37391.91645	36080.669	7251.772875	13331.38823	10007.35391	9994.233332	23012.40554	10092.34629	11146.37554	12488.29966	11176.41017	33725.85361	54852.151	49693.37308	38791.44481	25445.49095	30899.22099	32840.21764	31169.06641	31417.82122	33550.37432	32704.96235	52942.09372	84361.14224	185850.2189	115252.2509
O15212	17523.01028	47825.44235	69243.23538	80389.89265	91483.15186	83386.45344	102554.898	102004.0796	107627.1707	122869.5542	125343.3543	123184.5259	125376.3159	109591.3458	93269.02004	90548.59377	87950.23027	79948.47585	81549.62703	97464.09419	120517.0869	126634.2416	78739.76361	64350.26463	79509.28857	85495.78856	88152.93957	89795.92469	110683.1016	109126.0703	133458.5486	157791.3105	182340.4426	232862.1864	320282.8547	592845.3265	1015943.51	1477518.216	2239769.823	3528667.327	3292260.812	1765460.45	433923.3055	192653.2931	183179.4859	181892.5134	159588.162	168316.0557	215820.9524	264549.3666	228599.526	127179.6058	65517.83016	37624.63362	29304.76355	23851.83159	21959.82514	24983.14556	19491.86401	18955.2019	13073.39888	22060.24167	13785.97814	14430.05035	9166.152192
O15226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15228	8307.617021	13475.81251	19600.76864	45528.61995	54950.86904	96173.27487	98464.39159	91124.2081	97042.01796	91149.51127	98612.46178	85143.96138	75437.07154	47793.56709	50750.32911	47087.0132	66939.82972	57038.63056	50954.54734	45556.69224	15404.42969	14271.14878	13648.57697	13016.73653	18646.66375	8475.392136	9314.240741	6429.789192	7465.497329	0	0	7607.567661	7898.946403	5639.118658	6701.966542	6567.725863	7491.952261	6246.843097	5882.841825	4420.551973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8821.22159	9868.702074	14594.23155	31993.17604	97373.78221	196121.9593	357477.0472	317226.0875	197493.2465	117417.6385	94552.68767	76681.93048	59808.24957	66665.49406	69178.61155	32929.81143	21267.57677	20396.86268	24873.03982	14775.85346	11087.66013	2623.057119	6147.292819	7309.813893	0	5344.364112	4925.108362	9222.910815	9062.819398	10804.83095	8156.07348	12073.64356	13040.22485	11808.32292	13183.64849	13188.21073	9184.330868	6463.640555
O15258	102022.2776	190780.4147	241756.3714	308795.9777	275642.8883	328465.478	433537.1028	368305.885	344115.914	441298.7707	294571.6918	231594.8003	176881.7993	148085.8108	139751.5707	121838.2827	112999.3555	105190.117	67582.54213	62588.59157	24917.55923	26357.59105	8136.836067	4489.763866	5712.538134	5268.068418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4402.680253	5824.604906	7182.787496	4260.648532
O15260	441123.4472	860621.9349	1032476.802	1143824.104	1057057.183	1116749.068	1052281.042	823943.4452	731415.1251	696772.586	563367.6978	502216.9456	420666.1386	345575.769	334130.3443	259997.1347	219171.7076	245284.2196	195146.2903	113510.6655	93206.08241	76424.11563	61275.90952	47157.23175	26554.71694	27342.68631	23714.37093	13513.98334	9931.717124	12613.55433	11748.7318	8877.282309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3868.736618	6050.268512	7344.695813	0	0	0	0	0	0	0	0	0	5153.413809	3445.291158	4133.700754	10917.67976	13096.94543	17701.65877
O15269	101691.6087	191491.5376	268979.2305	286738.9233	345669.3977	315367.4535	317743.8928	306837.9152	312624.4612	313976.3687	302135.2066	262406.1901	228105.0652	215793.6257	199697.979	209361.406	161422.3744	163156.4575	143188.1757	129811.4684	104055.9696	65311.68772	57863.65723	41884.14733	51088.08685	37923.99615	38953.20333	33851.39533	28356.05435	24046.71167	27814.07467	37808.63149	37576.02739	37645.8485	37990.15631	35066.41031	37094.76966	51800.18837	55412.97837	46170.39384	25610.07714	0	0	0	11645.04055	21801.55099	15756.07745	16400.46231	9353.694711	0	0	0	0	8003.42925	7658.195702	6732.937216	5066.311381	4458.47089	6533.058865	5950.576223	4089.178154	4577.099057	6272.22033	7294.766694	5604.507454
O15270	33437.64686	64312.6367	90938.02962	111649.6239	122209.9457	149034.2943	145999.4107	124270.2813	115466.8741	115430.7692	101119.0586	114636.4809	96380.43309	81906.80397	73809.51699	74992.53292	70720.43489	61667.07296	41505.37254	36634.56161	31007.63997	23136.91607	19710.37841	18233.72314	10122.28374	9498.941545	4960.519441	4111.130443	3169.655452	4610.115276	4211.160402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15294	63569.4491	140599.1795	181884.7421	179858.4975	167696.0462	152308.0105	155245.389	137429.3761	144626.1579	199310.9298	248925.3248	280690.3454	241387.4886	206758.8303	198974.8483	179702.6687	153077.5673	129985.8143	124898.186	114396.0046	109756.641	89120.93368	78142.40208	54042.84756	37008.53523	42405.96451	39899.5486	45919.1375	84180.13908	119603.4324	155451.4587	143916.5507	111721.2692	91973.50852	88374.58993	99889.59281	172385.2767	248074.297	218070.3815	129224.9168	47811.46018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245.389133	2400.856342	1877.793668	0	0	0	0
O15305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27745.78249	203680.0753	876202.9512	1699069.011	1684900.474	1021781.689	384332.5297	329013.7315	268310.1779	168750.4855	79442.8837	59545.93218	49907.01659	36986.17005	30054.2311	22201.72783	24227.76702	14397.51847	15976.88919	12580.60603	12826.87328	10095.41645
O15318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15321	58888.33162	97412.74814	130712.5528	159868.8747	169027.8197	195099.3651	201279.1345	162239.1124	140910.7608	162536.9242	153341.4113	158473.748	139702.9054	118901.1882	109281.474	99695.23592	85461.88964	70959.55815	58948.42661	50416.92678	45949.53538	32228.89411	33456.49705	26342.81028	16604.69651	12931.24901	14033.15122	10652.21108	4620.210912	6228.433341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16077.49304	81667.51105	101692.545	77273.25882	8546.376852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8536.316318	32857.92289	83793.20589	145758.3594	162939.1427	141973.9107	130324.2872	91998.22005	27950.51098	22003.46557	8714.796335	9450.550166	0	0	0	0	0	12731.64369	12983.50248	3195.3708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2066.671858	2105.378867	1640.601764	1003.936686
O15347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61334.7345	371946.7943	940901.2284	1479982.847	1340821.913	864709.9445	544771.2528	348000.7925	268300.9239	174427.6084	135910.4002	93811.38078	82368.99121	83324.43744	67073.43605	75516.48972	73669.6099	64153.07167	74801.12097
O15355	1216.618104	5847.073841	15674.95558	24855.02634	25674.79457	25194.63148	37044.98595	32340.8426	36476.14319	35731.24404	40791.88357	26210.4963	26164.63532	22899.6804	39784.9165	42245.56166	44330.51309	40902.54668	39024.35226	35859.56905	36657.47914	42994.19947	46778.92538	49631.43685	48968.32907	48053.17095	43664.59761	50076.58669	94516.14157	119006.9832	153203.2367	233749.0035	380459.3451	819120.7165	1700586.674	2598089.353	2304693.519	1227989.813	442184.9744	215481.9358	135141.7388	60550.02784	28381.19228	26935.71334	9990.670818	10216.16792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15357	26124.21017	80067.32154	143235.7694	174311.8084	192730.3684	203965.2596	214184.7695	193153.9197	181628.0296	180632.7202	173526.4056	173192.0991	150365.6385	136471.9903	130923.4402	127135.2105	140761.2955	166530.614	249359.3414	402106.8518	483148.167	339547.5645	186398.6611	111056.7843	74162.68347	60298.37712	49403.71016	19363.58974	10617.576	8691.632132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15371	24771.60987	55290.06002	60441.01192	65551.7356	54122.28982	52633.49946	64272.47629	74873.82732	84175.85958	89736.94836	103800.8843	134556.8403	255099.0993	606632.2071	1089932.409	1087455.782	639612.1511	282134.2634	114458.2113	67587.79053	43000.01251	44351.13755	23876.90669	38617.49096	31113.78887	25668.6131	22129.09021	27050.65721	80476.89871	124479.3719	155660.8394	105399.8258	43187.08149	8413.349379	5963.496623	6723.06487	5390.517048	0	0	0	0	0	0	0	20174.42648	66691.58221	47853.39736	58436.23709	28295.34994	10982.59674	4141.349996	0	0	3114.518479	2952.194527	4928.720337	3703.258549	2157.379154	2077.194867	4573.923962	3446.941971	3988.682748	3910.665281	3763.333058	2921.078664
